sample,Test_size,alpha,actual_prop,pred_prop,abs_error,accuracy,quantifier
1,100,0.0,0.0,0.01,0.01,0.99,SORD
1,100,0.0,0.0,0.18,0.18,0.82,SMM
2,100,0.0,0.0,0.11,0.11,0.89,CC
2,100,0.0,0.0,0.26,0.26,0.75,PCC
2,100,0.0,0.0,0.16,0.16,0.84,PACC
2,100,0.0,0.0,0.01,0.01,0.99,HDy
2,100,0.0,0.0,0.0,0.0,1.0,DyS
2,100,0.0,0.0,0.16,0.16,0.84,SMM
3,100,0.0,0.0,0.17,0.17,0.83,CC
3,100,0.0,0.0,0.06,0.06,0.94,ACC
3,100,0.0,0.0,0.27,0.27,0.74,PCC
3,100,0.0,0.0,0.18,0.18,0.81,PACC
3,100,0.0,0.0,0.06,0.06,0.94,X
3,100,0.0,0.0,0.07,0.07,0.92,MAX
3,100,0.0,0.0,0.02,0.02,0.98,MS
3,100,0.0,0.0,0.01,0.01,0.99,HDy
3,100,0.0,0.0,0.01,0.01,1.0,DyS
3,100,0.0,0.0,0.02,0.02,0.97,SORD
3,100,0.0,0.0,0.18,0.18,0.81,SMM
4,100,0.0,0.0,0.13,0.13,0.87,CC
4,100,0.0,0.0,0.01,0.01,0.98,ACC
4,100,0.0,0.0,0.27,0.27,0.74,PCC
4,100,0.0,0.0,0.18,0.18,0.82,PACC
4,100,0.0,0.0,0.01,0.01,0.98,MS
4,100,0.0,0.0,0.01,0.01,0.99,HDy
4,100,0.0,0.0,0.0,0.0,1.0,DyS
4,100,0.0,0.0,0.01,0.01,0.99,SORD
4,100,0.0,0.0,0.18,0.18,0.82,SMM
5,100,0.0,0.0,0.16,0.16,0.84,CC
5,100,0.0,0.0,0.05,0.05,0.95,ACC
5,100,0.0,0.0,0.29,0.29,0.7,PCC
5,100,0.0,0.0,0.21,0.21,0.8,PACC
5,100,0.0,0.0,0.02,0.02,0.98,X
5,100,0.0,0.0,0.06,0.06,0.95,MAX
5,100,0.0,0.0,0.04,0.04,0.96,MS
5,100,0.0,0.0,0.01,0.01,0.99,HDy
5,100,0.0,0.0,0.0,0.0,0.99,DyS
5,100,0.0,0.0,0.03,0.03,0.98,SORD
5,100,0.0,0.0,0.21,0.21,0.79,SMM
6,100,0.0,0.0,0.09,0.09,0.91,CC
6,100,0.0,0.0,0.25,0.25,0.75,PCC
6,100,0.0,0.0,0.15,0.15,0.84,PACC
6,100,0.0,0.0,0.01,0.01,0.99,HDy
6,100,0.0,0.0,0.0,0.0,0.99,DyS
6,100,0.0,0.0,0.15,0.15,0.84,SMM
7,100,0.0,0.0,0.13,0.13,0.87,CC
7,100,0.0,0.0,0.01,0.01,0.99,ACC
7,100,0.0,0.0,0.27,0.27,0.74,PCC
7,100,0.0,0.0,0.18,0.18,0.83,PACC
7,100,0.0,0.0,0.04,0.04,0.97,X
7,100,0.0,0.0,0.02,0.02,0.97,MAX
7,100,0.0,0.0,0.02,0.02,0.99,T50
7,100,0.0,0.0,0.02,0.02,0.99,MS
7,100,0.0,0.0,0.01,0.01,0.99,HDy
7,100,0.0,0.0,0.01,0.01,0.99,DyS
7,100,0.0,0.0,0.02,0.02,0.97,SORD
7,100,0.0,0.0,0.18,0.18,0.83,SMM
8,100,0.0,0.0,0.16,0.16,0.84,CC
8,100,0.0,0.0,0.05,0.05,0.95,ACC
8,100,0.0,0.0,0.26,0.26,0.75,PCC
8,100,0.0,0.0,0.17,0.17,0.84,PACC
8,100,0.0,0.0,0.06,0.06,0.95,X
8,100,0.0,0.0,0.07,0.07,0.93,MAX
8,100,0.0,0.0,0.02,0.02,0.98,T50
8,100,0.0,0.0,0.01,0.01,0.99,HDy
8,100,0.0,0.0,0.01,0.01,0.99,DyS
8,100,0.0,0.0,0.17,0.17,0.84,SMM
9,100,0.0,0.0,0.14,0.14,0.86,CC
9,100,0.0,0.0,0.02,0.02,0.97,ACC
9,100,0.0,0.0,0.26,0.26,0.73,PCC
9,100,0.0,0.0,0.17,0.17,0.82,PACC
9,100,0.0,0.0,0.01,0.01,0.99,HDy
9,100,0.0,0.0,0.0,0.0,1.0,DyS
9,100,0.0,0.0,0.17,0.17,0.82,SMM
10,100,0.0,0.0,0.21,0.21,0.79,CC
10,100,0.0,0.0,0.11,0.11,0.9,ACC
10,100,0.0,0.0,0.29,0.29,0.71,PCC
10,100,0.0,0.0,0.21,0.21,0.79,PACC
10,100,0.0,0.0,0.08,0.08,0.92,X
10,100,0.0,0.0,0.12,0.12,0.89,MAX
10,100,0.0,0.0,0.04,0.04,0.96,T50
10,100,0.0,0.0,0.06,0.06,0.94,MS
10,100,0.0,0.0,0.03,0.03,0.98,HDy
10,100,0.0,0.0,0.04,0.04,0.96,DyS
10,100,0.0,0.0,0.07,0.07,0.92,SORD
10,100,0.0,0.0,0.21,0.21,0.79,SMM
1,100,0.05,0.05,0.14,0.09,0.91,CC
1,100,0.05,0.05,0.02,0.03,0.98,ACC
1,100,0.05,0.05,0.29,0.24,0.77,PCC
1,100,0.05,0.05,0.2,0.15,0.84,PACC
1,100,0.05,0.05,0.05,0.0,0.99,X
1,100,0.05,0.05,0.05,0.0,0.99,MAX
1,100,0.05,0.05,0.12,0.07,0.93,T50
1,100,0.05,0.05,0.06,0.01,0.99,MS
1,100,0.05,0.05,0.03,0.02,0.98,HDy
1,100,0.05,0.05,0.06,0.01,0.99,DyS
1,100,0.05,0.05,0.06,0.01,0.99,SORD
1,100,0.05,0.05,0.2,0.15,0.84,SMM
2,100,0.05,0.05,0.22,0.17,0.83,CC
2,100,0.05,0.05,0.12,0.07,0.93,ACC
2,100,0.05,0.05,0.27,0.22,0.78,PCC
2,100,0.05,0.05,0.18,0.13,0.87,PACC
2,100,0.05,0.05,0.07,0.02,0.97,X
2,100,0.05,0.05,0.08,0.03,0.97,MAX
2,100,0.05,0.05,0.06,0.01,0.95,T50
2,100,0.05,0.05,0.05,0.0,0.97,MS
2,100,0.05,0.05,0.03,0.02,0.95,HDy
2,100,0.05,0.05,0.05,0.0,0.95,DyS
2,100,0.05,0.05,0.05,0.0,0.95,SORD
2,100,0.05,0.05,0.18,0.13,0.87,SMM
3,100,0.05,0.05,0.24,0.19,0.79,CC
3,100,0.05,0.05,0.14,0.09,0.89,ACC
3,100,0.05,0.05,0.31,0.26,0.74,PCC
3,100,0.05,0.05,0.23,0.18,0.81,PACC
3,100,0.05,0.05,0.13,0.08,0.9,X
3,100,0.05,0.05,0.15,0.1,0.87,MAX
3,100,0.05,0.05,0.08,0.03,0.94,T50
3,100,0.05,0.05,0.09,0.04,0.92,MS
3,100,0.05,0.05,0.06,0.01,0.96,HDy
3,100,0.05,0.05,0.08,0.03,0.94,DyS
3,100,0.05,0.05,0.09,0.04,0.92,SORD
3,100,0.05,0.05,0.23,0.18,0.79,SMM
4,100,0.05,0.05,0.17,0.12,0.86,CC
4,100,0.05,0.05,0.06,0.01,0.96,ACC
4,100,0.05,0.05,0.29,0.24,0.76,PCC
4,100,0.05,0.05,0.2,0.15,0.85,PACC
4,100,0.05,0.05,0.04,0.01,0.97,X
4,100,0.05,0.05,0.04,0.01,0.97,MAX
4,100,0.05,0.05,0.12,0.07,0.91,T50
4,100,0.05,0.05,0.06,0.01,0.97,MS
4,100,0.05,0.05,0.04,0.01,0.97,HDy
4,100,0.05,0.05,0.04,0.01,0.97,DyS
4,100,0.05,0.05,0.06,0.01,0.97,SORD
4,100,0.05,0.05,0.2,0.15,0.85,SMM
5,100,0.05,0.05,0.25,0.2,0.78,CC
5,100,0.05,0.05,0.16,0.11,0.87,ACC
5,100,0.05,0.05,0.3,0.25,0.75,PCC
5,100,0.05,0.05,0.22,0.17,0.8,PACC
5,100,0.05,0.05,0.12,0.07,0.87,X
5,100,0.05,0.05,0.12,0.07,0.87,MAX
5,100,0.05,0.05,0.06,0.01,0.93,T50
5,100,0.05,0.05,0.08,0.03,0.9,MS
5,100,0.05,0.05,0.05,0.0,0.93,HDy
5,100,0.05,0.05,0.07,0.02,0.92,DyS
5,100,0.05,0.05,0.08,0.03,0.9,SORD
5,100,0.05,0.05,0.22,0.17,0.8,SMM
6,100,0.05,0.05,0.3,0.25,0.75,CC
6,100,0.05,0.05,0.22,0.17,0.83,ACC
6,100,0.05,0.05,0.35,0.3,0.7,PCC
6,100,0.05,0.05,0.27,0.22,0.78,PACC
6,100,0.05,0.05,0.2,0.15,0.85,X
6,100,0.05,0.05,0.2,0.15,0.85,MAX
6,100,0.05,0.05,0.1,0.05,0.95,T50
6,100,0.05,0.05,0.15,0.1,0.9,MS
6,100,0.05,0.05,0.11,0.06,0.93,HDy
6,100,0.05,0.05,0.12,0.07,0.93,DyS
6,100,0.05,0.05,0.16,0.11,0.89,SORD
6,100,0.05,0.05,0.28,0.23,0.78,SMM
7,100,0.05,0.05,0.19,0.14,0.84,CC
7,100,0.05,0.05,0.08,0.03,0.93,ACC
7,100,0.05,0.05,0.29,0.24,0.74,PCC
7,100,0.05,0.05,0.21,0.16,0.82,PACC
7,100,0.05,0.05,0.06,0.01,0.95,X
7,100,0.05,0.05,0.08,0.03,0.93,MAX
7,100,0.05,0.05,0.06,0.01,0.95,T50
7,100,0.05,0.05,0.06,0.01,0.95,MS
7,100,0.05,0.05,0.02,0.03,0.98,HDy
7,100,0.05,0.05,0.04,0.01,0.98,DyS
7,100,0.05,0.05,0.06,0.01,0.95,SORD
7,100,0.05,0.05,0.21,0.16,0.82,SMM
8,100,0.05,0.05,0.2,0.15,0.85,CC
8,100,0.05,0.05,0.1,0.05,0.94,ACC
8,100,0.05,0.05,0.29,0.24,0.77,PCC
8,100,0.05,0.05,0.2,0.15,0.85,PACC
8,100,0.05,0.05,0.08,0.03,0.94,X
8,100,0.05,0.05,0.1,0.05,0.94,MAX
8,100,0.05,0.05,0.08,0.03,0.95,T50
8,100,0.05,0.05,0.06,0.01,0.95,MS
8,100,0.05,0.05,0.04,0.01,0.97,HDy
8,100,0.05,0.05,0.06,0.01,0.95,DyS
8,100,0.05,0.05,0.06,0.01,0.95,SORD
8,100,0.05,0.05,0.2,0.15,0.85,SMM
9,100,0.05,0.05,0.2,0.15,0.85,CC
9,100,0.05,0.05,0.1,0.05,0.93,ACC
9,100,0.05,0.05,0.29,0.24,0.76,PCC
9,100,0.05,0.05,0.2,0.15,0.85,PACC
9,100,0.05,0.05,0.1,0.05,0.93,X
9,100,0.05,0.05,0.11,0.06,0.93,MAX
9,100,0.05,0.05,0.08,0.03,0.94,T50
9,100,0.05,0.05,0.08,0.03,0.94,MS
9,100,0.05,0.05,0.06,0.01,0.95,HDy
9,100,0.05,0.05,0.07,0.02,0.94,DyS
9,100,0.05,0.05,0.08,0.03,0.94,SORD
9,100,0.05,0.05,0.2,0.15,0.85,SMM
10,100,0.05,0.05,0.25,0.2,0.8,CC
10,100,0.05,0.05,0.16,0.11,0.86,ACC
10,100,0.05,0.05,0.3,0.25,0.74,PCC
10,100,0.05,0.05,0.22,0.17,0.81,PACC
10,100,0.05,0.05,0.1,0.05,0.92,X
10,100,0.05,0.05,0.13,0.08,0.88,MAX
10,100,0.05,0.05,0.04,0.01,0.93,T50
10,100,0.05,0.05,0.07,0.02,0.93,MS
10,100,0.05,0.05,0.03,0.02,0.95,HDy
10,100,0.05,0.05,0.02,0.03,0.95,DyS
10,100,0.05,0.05,0.08,0.03,0.92,SORD
10,100,0.05,0.05,0.22,0.17,0.81,SMM
1,100,0.1,0.1,0.18,0.08,0.92,CC
1,100,0.1,0.1,0.07,0.03,0.96,ACC
1,100,0.1,0.1,0.29,0.19,0.81,PCC
1,100,0.1,0.1,0.2,0.1,0.9,PACC
1,100,0.1,0.1,0.08,0.02,0.96,X
1,100,0.1,0.1,0.07,0.03,0.96,MAX
1,100,0.1,0.1,0.1,0.0,0.98,T50
1,100,0.1,0.1,0.07,0.03,0.94,MS
1,100,0.1,0.1,0.08,0.02,0.96,HDy
1,100,0.1,0.1,0.08,0.02,0.96,DyS
1,100,0.1,0.1,0.06,0.04,0.94,SORD
1,100,0.1,0.1,0.2,0.1,0.9,SMM
2,100,0.1,0.1,0.23,0.13,0.87,CC
2,100,0.1,0.1,0.13,0.03,0.97,ACC
2,100,0.1,0.1,0.31,0.21,0.8,PCC
2,100,0.1,0.1,0.23,0.13,0.87,PACC
2,100,0.1,0.1,0.13,0.03,0.97,X
2,100,0.1,0.1,0.14,0.04,0.96,MAX
2,100,0.1,0.1,0.14,0.04,0.97,T50
2,100,0.1,0.1,0.1,0.0,0.96,MS
2,100,0.1,0.1,0.09,0.01,0.96,HDy
2,100,0.1,0.1,0.12,0.02,0.97,DyS
2,100,0.1,0.1,0.1,0.0,0.96,SORD
2,100,0.1,0.1,0.23,0.13,0.87,SMM
3,100,0.1,0.1,0.23,0.13,0.87,CC
3,100,0.1,0.1,0.13,0.03,0.92,ACC
3,100,0.1,0.1,0.31,0.21,0.78,PCC
3,100,0.1,0.1,0.23,0.13,0.87,PACC
3,100,0.1,0.1,0.12,0.02,0.93,X
3,100,0.1,0.1,0.13,0.03,0.92,MAX
3,100,0.1,0.1,0.04,0.06,0.93,T50
3,100,0.1,0.1,0.1,0.0,0.93,MS
3,100,0.1,0.1,0.05,0.05,0.91,HDy
3,100,0.1,0.1,0.05,0.05,0.91,DyS
3,100,0.1,0.1,0.11,0.01,0.93,SORD
3,100,0.1,0.1,0.24,0.14,0.87,SMM
4,100,0.1,0.1,0.23,0.13,0.87,CC
4,100,0.1,0.1,0.13,0.03,0.89,ACC
4,100,0.1,0.1,0.32,0.22,0.77,PCC
4,100,0.1,0.1,0.24,0.14,0.85,PACC
4,100,0.1,0.1,0.14,0.04,0.89,X
4,100,0.1,0.1,0.13,0.03,0.89,MAX
4,100,0.1,0.1,0.08,0.02,0.92,T50
4,100,0.1,0.1,0.12,0.02,0.9,MS
4,100,0.1,0.1,0.06,0.04,0.93,HDy
4,100,0.1,0.1,0.09,0.01,0.92,DyS
4,100,0.1,0.1,0.12,0.02,0.9,SORD
4,100,0.1,0.1,0.25,0.15,0.85,SMM
5,100,0.1,0.1,0.23,0.13,0.87,CC
5,100,0.1,0.1,0.13,0.03,0.94,ACC
5,100,0.1,0.1,0.33,0.23,0.76,PCC
5,100,0.1,0.1,0.26,0.16,0.85,PACC
5,100,0.1,0.1,0.14,0.04,0.93,X
5,100,0.1,0.1,0.13,0.03,0.94,MAX
5,100,0.1,0.1,0.08,0.02,0.96,T50
5,100,0.1,0.1,0.13,0.03,0.94,MS
5,100,0.1,0.1,0.12,0.02,0.94,HDy
5,100,0.1,0.1,0.12,0.02,0.94,DyS
5,100,0.1,0.1,0.13,0.03,0.95,SORD
5,100,0.1,0.1,0.26,0.16,0.84,SMM
6,100,0.1,0.1,0.18,0.08,0.92,CC
6,100,0.1,0.1,0.07,0.03,0.97,ACC
6,100,0.1,0.1,0.29,0.19,0.81,PCC
6,100,0.1,0.1,0.21,0.11,0.89,PACC
6,100,0.1,0.1,0.11,0.01,0.98,X
6,100,0.1,0.1,0.11,0.01,0.98,MAX
6,100,0.1,0.1,0.14,0.04,0.96,T50
6,100,0.1,0.1,0.09,0.01,0.97,MS
6,100,0.1,0.1,0.09,0.01,0.97,HDy
6,100,0.1,0.1,0.12,0.02,0.96,DyS
6,100,0.1,0.1,0.09,0.01,0.97,SORD
6,100,0.1,0.1,0.21,0.11,0.88,SMM
7,100,0.1,0.1,0.23,0.13,0.87,CC
7,100,0.1,0.1,0.13,0.03,0.93,ACC
7,100,0.1,0.1,0.32,0.22,0.78,PCC
7,100,0.1,0.1,0.24,0.14,0.85,PACC
7,100,0.1,0.1,0.13,0.03,0.93,X
7,100,0.1,0.1,0.14,0.04,0.95,MAX
7,100,0.1,0.1,0.12,0.02,0.91,T50
7,100,0.1,0.1,0.12,0.02,0.93,MS
7,100,0.1,0.1,0.08,0.02,0.91,HDy
7,100,0.1,0.1,0.1,0.0,0.91,DyS
7,100,0.1,0.1,0.13,0.03,0.93,SORD
7,100,0.1,0.1,0.25,0.15,0.85,SMM
8,100,0.1,0.1,0.22,0.12,0.88,CC
8,100,0.1,0.1,0.12,0.02,0.97,ACC
8,100,0.1,0.1,0.33,0.23,0.78,PCC
8,100,0.1,0.1,0.25,0.15,0.85,PACC
8,100,0.1,0.1,0.14,0.04,0.95,X
8,100,0.1,0.1,0.14,0.04,0.95,MAX
8,100,0.1,0.1,0.06,0.04,0.96,T50
8,100,0.1,0.1,0.12,0.02,0.96,MS
8,100,0.1,0.1,0.07,0.03,0.95,HDy
8,100,0.1,0.1,0.08,0.02,0.95,DyS
8,100,0.1,0.1,0.12,0.02,0.96,SORD
8,100,0.1,0.1,0.25,0.15,0.85,SMM
9,100,0.1,0.1,0.27,0.17,0.81,CC
9,100,0.1,0.1,0.18,0.08,0.89,ACC
9,100,0.1,0.1,0.32,0.22,0.77,PCC
9,100,0.1,0.1,0.24,0.14,0.83,PACC
9,100,0.1,0.1,0.11,0.01,0.95,X
9,100,0.1,0.1,0.17,0.07,0.91,MAX
9,100,0.1,0.1,0.16,0.06,0.92,T50
9,100,0.1,0.1,0.12,0.02,0.95,MS
9,100,0.1,0.1,0.1,0.0,0.95,HDy
9,100,0.1,0.1,0.12,0.02,0.95,DyS
9,100,0.1,0.1,0.12,0.02,0.95,SORD
9,100,0.1,0.1,0.25,0.15,0.83,SMM
10,100,0.1,0.1,0.26,0.16,0.84,CC
10,100,0.1,0.1,0.17,0.07,0.94,ACC
10,100,0.1,0.1,0.3,0.2,0.79,PCC
10,100,0.1,0.1,0.22,0.12,0.88,PACC
10,100,0.1,0.1,0.15,0.05,0.94,X
10,100,0.1,0.1,0.17,0.07,0.94,MAX
10,100,0.1,0.1,0.08,0.02,0.92,T50
10,100,0.1,0.1,0.1,0.0,0.93,MS
10,100,0.1,0.1,0.09,0.01,0.92,HDy
10,100,0.1,0.1,0.12,0.02,0.94,DyS
10,100,0.1,0.1,0.11,0.01,0.93,SORD
10,100,0.1,0.1,0.22,0.12,0.88,SMM
1,100,0.15,0.15,0.2,0.05,0.93,CC
1,100,0.15,0.15,0.1,0.05,0.94,ACC
1,100,0.15,0.15,0.34,0.19,0.81,PCC
1,100,0.15,0.15,0.26,0.11,0.87,PACC
1,100,0.15,0.15,0.12,0.03,0.96,X
1,100,0.15,0.15,0.11,0.04,0.96,MAX
1,100,0.15,0.15,0.18,0.03,0.94,T50
1,100,0.15,0.15,0.15,0.0,0.97,MS
1,100,0.15,0.15,0.12,0.03,0.96,HDy
1,100,0.15,0.15,0.14,0.01,0.97,DyS
1,100,0.15,0.15,0.15,0.0,0.97,SORD
1,100,0.15,0.15,0.26,0.11,0.87,SMM
2,100,0.15,0.15,0.27,0.12,0.86,CC
2,100,0.15,0.15,0.18,0.03,0.95,ACC
2,100,0.15,0.15,0.33,0.18,0.82,PCC
2,100,0.15,0.15,0.25,0.1,0.87,PACC
2,100,0.15,0.15,0.17,0.02,0.97,X
2,100,0.15,0.15,0.19,0.04,0.93,MAX
2,100,0.15,0.15,0.18,0.03,0.95,T50
2,100,0.15,0.15,0.14,0.01,0.96,MS
2,100,0.15,0.15,0.18,0.03,0.95,HDy
2,100,0.15,0.15,0.18,0.03,0.95,DyS
2,100,0.15,0.15,0.14,0.01,0.98,SORD
2,100,0.15,0.15,0.26,0.11,0.87,SMM
3,100,0.15,0.15,0.3,0.15,0.85,CC
3,100,0.15,0.15,0.22,0.07,0.92,ACC
3,100,0.15,0.15,0.34,0.19,0.8,PCC
3,100,0.15,0.15,0.27,0.12,0.87,PACC
3,100,0.15,0.15,0.19,0.04,0.94,X
3,100,0.15,0.15,0.21,0.06,0.92,MAX
3,100,0.15,0.15,0.18,0.03,0.95,T50
3,100,0.15,0.15,0.17,0.02,0.96,MS
3,100,0.15,0.15,0.16,0.01,0.97,HDy
3,100,0.15,0.15,0.19,0.04,0.95,DyS
3,100,0.15,0.15,0.17,0.02,0.95,SORD
3,100,0.15,0.15,0.27,0.12,0.86,SMM
4,100,0.15,0.15,0.29,0.14,0.86,CC
4,100,0.15,0.15,0.2,0.05,0.89,ACC
4,100,0.15,0.15,0.36,0.21,0.8,PCC
4,100,0.15,0.15,0.29,0.14,0.86,PACC
4,100,0.15,0.15,0.15,0.0,0.92,X
4,100,0.15,0.15,0.2,0.05,0.89,MAX
4,100,0.15,0.15,0.2,0.05,0.9,T50
4,100,0.15,0.15,0.18,0.03,0.91,MS
4,100,0.15,0.15,0.16,0.01,0.91,HDy
4,100,0.15,0.15,0.17,0.02,0.91,DyS
4,100,0.15,0.15,0.18,0.03,0.91,SORD
4,100,0.15,0.15,0.29,0.14,0.86,SMM
5,100,0.15,0.15,0.31,0.16,0.82,CC
5,100,0.15,0.15,0.23,0.08,0.88,ACC
5,100,0.15,0.15,0.35,0.2,0.8,PCC
5,100,0.15,0.15,0.28,0.13,0.85,PACC
5,100,0.15,0.15,0.24,0.09,0.87,X
5,100,0.15,0.15,0.23,0.08,0.88,MAX
5,100,0.15,0.15,0.14,0.01,0.92,T50
5,100,0.15,0.15,0.16,0.01,0.92,MS
5,100,0.15,0.15,0.16,0.01,0.93,HDy
5,100,0.15,0.15,0.18,0.03,0.9,DyS
5,100,0.15,0.15,0.16,0.01,0.93,SORD
5,100,0.15,0.15,0.29,0.14,0.85,SMM
6,100,0.15,0.15,0.26,0.11,0.87,CC
6,100,0.15,0.15,0.17,0.02,0.94,ACC
6,100,0.15,0.15,0.32,0.17,0.83,PCC
6,100,0.15,0.15,0.24,0.09,0.89,PACC
6,100,0.15,0.15,0.18,0.03,0.94,X
6,100,0.15,0.15,0.17,0.02,0.94,MAX
6,100,0.15,0.15,0.14,0.01,0.92,T50
6,100,0.15,0.15,0.12,0.03,0.91,MS
6,100,0.15,0.15,0.12,0.03,0.91,HDy
6,100,0.15,0.15,0.12,0.03,0.91,DyS
6,100,0.15,0.15,0.14,0.01,0.92,SORD
6,100,0.15,0.15,0.25,0.1,0.89,SMM
7,100,0.15,0.15,0.31,0.16,0.82,CC
7,100,0.15,0.15,0.23,0.08,0.88,ACC
7,100,0.15,0.15,0.38,0.23,0.78,PCC
7,100,0.15,0.15,0.31,0.16,0.82,PACC
7,100,0.15,0.15,0.2,0.05,0.89,X
7,100,0.15,0.15,0.21,0.06,0.9,MAX
7,100,0.15,0.15,0.2,0.05,0.89,T50
7,100,0.15,0.15,0.2,0.05,0.89,MS
7,100,0.15,0.15,0.2,0.05,0.89,HDy
7,100,0.15,0.15,0.22,0.07,0.9,DyS
7,100,0.15,0.15,0.2,0.05,0.89,SORD
7,100,0.15,0.15,0.32,0.17,0.8,SMM
8,100,0.15,0.15,0.25,0.1,0.88,CC
8,100,0.15,0.15,0.16,0.01,0.93,ACC
8,100,0.15,0.15,0.34,0.19,0.8,PCC
8,100,0.15,0.15,0.26,0.11,0.86,PACC
8,100,0.15,0.15,0.17,0.02,0.93,X
8,100,0.15,0.15,0.18,0.03,0.92,MAX
8,100,0.15,0.15,0.12,0.03,0.9,T50
8,100,0.15,0.15,0.14,0.01,0.92,MS
8,100,0.15,0.15,0.1,0.05,0.9,HDy
8,100,0.15,0.15,0.13,0.02,0.9,DyS
8,100,0.15,0.15,0.15,0.0,0.92,SORD
8,100,0.15,0.15,0.27,0.12,0.86,SMM
9,100,0.15,0.15,0.29,0.14,0.86,CC
9,100,0.15,0.15,0.2,0.05,0.93,ACC
9,100,0.15,0.15,0.36,0.21,0.8,PCC
9,100,0.15,0.15,0.29,0.14,0.86,PACC
9,100,0.15,0.15,0.2,0.05,0.93,X
9,100,0.15,0.15,0.23,0.08,0.93,MAX
9,100,0.15,0.15,0.25,0.1,0.89,T50
9,100,0.15,0.15,0.19,0.04,0.93,MS
9,100,0.15,0.15,0.17,0.02,0.96,HDy
9,100,0.15,0.15,0.21,0.06,0.93,DyS
9,100,0.15,0.15,0.18,0.03,0.96,SORD
9,100,0.15,0.15,0.29,0.14,0.86,SMM
10,100,0.15,0.15,0.3,0.15,0.83,CC
10,100,0.15,0.15,0.22,0.07,0.9,ACC
10,100,0.15,0.15,0.36,0.21,0.78,PCC
10,100,0.15,0.15,0.3,0.15,0.83,PACC
10,100,0.15,0.15,0.15,0.0,0.94,X
10,100,0.15,0.15,0.18,0.03,0.92,MAX
10,100,0.15,0.15,0.16,0.01,0.94,T50
10,100,0.15,0.15,0.21,0.06,0.9,MS
10,100,0.15,0.15,0.18,0.03,0.92,HDy
10,100,0.15,0.15,0.18,0.03,0.92,DyS
10,100,0.15,0.15,0.17,0.02,0.92,SORD
10,100,0.15,0.15,0.3,0.15,0.83,SMM
1,100,0.2,0.2,0.33,0.13,0.85,CC
1,100,0.2,0.2,0.25,0.05,0.88,ACC
1,100,0.2,0.2,0.37,0.17,0.8,PCC
1,100,0.2,0.2,0.31,0.11,0.86,PACC
1,100,0.2,0.2,0.24,0.04,0.9,X
1,100,0.2,0.2,0.25,0.05,0.9,MAX
1,100,0.2,0.2,0.2,0.0,0.93,T50
1,100,0.2,0.2,0.21,0.01,0.92,MS
1,100,0.2,0.2,0.21,0.01,0.91,HDy
1,100,0.2,0.2,0.21,0.01,0.92,DyS
1,100,0.2,0.2,0.22,0.02,0.92,SORD
1,100,0.2,0.2,0.31,0.11,0.87,SMM
2,100,0.2,0.2,0.33,0.13,0.87,CC
2,100,0.2,0.2,0.25,0.05,0.94,ACC
2,100,0.2,0.2,0.38,0.18,0.82,PCC
2,100,0.2,0.2,0.31,0.11,0.88,PACC
2,100,0.2,0.2,0.23,0.03,0.95,X
2,100,0.2,0.2,0.26,0.06,0.94,MAX
2,100,0.2,0.2,0.24,0.04,0.94,T50
2,100,0.2,0.2,0.21,0.01,0.93,MS
2,100,0.2,0.2,0.2,0.0,0.93,HDy
2,100,0.2,0.2,0.22,0.02,0.95,DyS
2,100,0.2,0.2,0.22,0.02,0.94,SORD
2,100,0.2,0.2,0.32,0.12,0.88,SMM
3,100,0.2,0.2,0.34,0.14,0.84,CC
3,100,0.2,0.2,0.27,0.07,0.89,ACC
3,100,0.2,0.2,0.38,0.18,0.82,PCC
3,100,0.2,0.2,0.32,0.12,0.86,PACC
3,100,0.2,0.2,0.26,0.06,0.89,X
3,100,0.2,0.2,0.29,0.09,0.88,MAX
3,100,0.2,0.2,0.31,0.11,0.86,T50
3,100,0.2,0.2,0.24,0.04,0.93,MS
3,100,0.2,0.2,0.26,0.06,0.9,HDy
3,100,0.2,0.2,0.26,0.06,0.91,DyS
3,100,0.2,0.2,0.24,0.04,0.93,SORD
3,100,0.2,0.2,0.32,0.12,0.86,SMM
4,100,0.2,0.2,0.34,0.14,0.84,CC
4,100,0.2,0.2,0.27,0.07,0.87,ACC
4,100,0.2,0.2,0.38,0.18,0.82,PCC
4,100,0.2,0.2,0.31,0.11,0.85,PACC
4,100,0.2,0.2,0.26,0.06,0.87,X
4,100,0.2,0.2,0.29,0.09,0.85,MAX
4,100,0.2,0.2,0.22,0.02,0.91,T50
4,100,0.2,0.2,0.22,0.02,0.91,MS
4,100,0.2,0.2,0.19,0.01,0.91,HDy
4,100,0.2,0.2,0.23,0.03,0.9,DyS
4,100,0.2,0.2,0.22,0.02,0.9,SORD
4,100,0.2,0.2,0.32,0.12,0.85,SMM
5,100,0.2,0.2,0.41,0.21,0.79,CC
5,100,0.2,0.2,0.35,0.15,0.79,ACC
5,100,0.2,0.2,0.42,0.22,0.78,PCC
5,100,0.2,0.2,0.36,0.16,0.78,PACC
5,100,0.2,0.2,0.32,0.12,0.81,X
5,100,0.2,0.2,0.33,0.13,0.81,MAX
5,100,0.2,0.2,0.27,0.07,0.85,T50
5,100,0.2,0.2,0.28,0.08,0.83,MS
5,100,0.2,0.2,0.28,0.08,0.83,HDy
5,100,0.2,0.2,0.31,0.11,0.82,DyS
5,100,0.2,0.2,0.29,0.09,0.83,SORD
